date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-18,822847,DraftKings,2026-09-18T15:59:58,多倫多藍鳥,德州遊騎兵,-142,+118
2026-09-18,822923,DraftKings,2026-09-18T15:59:58,波士頓紅襪,坦帕灣光芒,+105,-126
2026-09-18,823005,DraftKings,2026-09-18T15:59:58,華盛頓國民,聖路易紅雀,-105,-115
2026-09-18,823252,DraftKings,2026-09-18T15:59:58,邁阿密馬林魚,聖地牙哥教士,+167,-204
2026-09-18,823331,DraftKings,2026-09-18T15:59:58,堪薩斯市皇家,匹茲堡海盜,+153,-186
2026-09-18,823572,DraftKings,2026-09-18T15:59:58,費城費城人,紐約大都會,+102,-123
2026-09-18,823898,DraftKings,2026-09-18T15:59:58,舊金山巨人,洛杉磯道奇,+248,-313
2026-09-18,823977,DraftKings,2026-09-18T15:59:58,明尼蘇達雙城,洛杉磯天使,-124,+103
2026-09-18,824138,DraftKings,2026-09-18T15:59:58,亞特蘭大勇士,休士頓太空人,-121,+100
2026-09-18,824303,,,西雅圖水手,科羅拉多洛磯,,
2026-09-18,824383,DraftKings,2026-09-18T15:59:58,運動家,克里夫蘭守護者,+162,-198
2026-09-18,824463,DraftKings,2026-09-18T15:59:58,芝加哥小熊,辛辛那提紅人,-131,+109
2026-09-18,824547,DraftKings,2026-09-18T15:59:58,底特律老虎,芝加哥白襪,+109,-131
2026-09-18,824790,DraftKings,2026-09-18T15:59:58,密爾瓦基釀酒人,巴爾的摩金鶯,-144,+119
2026-09-18,825032,DraftKings,2026-09-18T15:59:58,紐約洋基,亞利桑那響尾蛇,-131,+109
