date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-18,822847,,,多倫多藍鳥,德州遊騎兵,,
2026-09-18,822923,DraftKings,2026-09-18T05:56:11,波士頓紅襪,坦帕灣光芒,+105,-127
2026-09-18,823005,DraftKings,2026-09-18T05:56:11,華盛頓國民,聖路易紅雀,-105,-115
2026-09-18,823252,DraftKings,2026-09-18T05:56:11,邁阿密馬林魚,聖地牙哥教士,+163,-199
2026-09-18,823331,DraftKings,2026-09-18T05:56:11,堪薩斯市皇家,匹茲堡海盜,+151,-184
2026-09-18,823572,,,費城費城人,紐約大都會,,
2026-09-18,823898,DraftKings,2026-09-18T05:56:11,舊金山巨人,洛杉磯道奇,+255,-323
2026-09-18,823977,DraftKings,2026-09-18T05:56:11,明尼蘇達雙城,洛杉磯天使,-125,+104
2026-09-18,824138,,,亞特蘭大勇士,休士頓太空人,,
2026-09-18,824303,,,西雅圖水手,科羅拉多洛磯,,
2026-09-18,824383,,,運動家,克里夫蘭守護者,,
2026-09-18,824463,,,芝加哥小熊,辛辛那提紅人,,
2026-09-18,824547,,,底特律老虎,芝加哥白襪,,
2026-09-18,824790,,,密爾瓦基釀酒人,巴爾的摩金鶯,,
2026-09-18,825032,DraftKings,2026-09-18T05:56:11,紐約洋基,亞利桑那響尾蛇,-131,+109
