date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-22,822784,台灣運彩,2026-07-22T00:06:16,坦帕灣光芒,多倫多藍鳥,1.63,1.87
2026-07-22,822873,台灣運彩,2026-07-22T00:06:16,芝加哥白襪,德州遊騎兵,1.82,1.68
2026-07-22,823110,台灣運彩,2026-07-22T00:06:16,辛辛那提紅人,西雅圖水手,1.80,1.70
2026-07-22,823438,台灣運彩,2026-07-22T00:06:16,洛杉磯道奇,費城費城人,1.75,1.75
2026-07-22,823518,台灣運彩,2026-07-22T00:06:16,匹茲堡海盜,紐約洋基,2.15,1.43
2026-07-22,823761,台灣運彩,2026-07-22T00:06:16,紐約大都會,密爾瓦基釀酒人,1.95,1.55
2026-07-22,824004,台灣運彩,2026-07-22T00:06:16,聖路易紅雀,洛杉磯天使,1.85,1.65
2026-07-22,824083,台灣運彩,2026-07-22T00:06:16,舊金山巨人,堪薩斯市皇家,1.68,1.82
2026-07-22,824166,台灣運彩,2026-07-22T00:06:16,邁阿密馬林魚,休士頓太空人,1.90,1.60
2026-07-22,824327,台灣運彩,2026-07-22T00:06:16,華盛頓國民,科羅拉多洛磯,1.70,1.80
2026-07-22,824408,台灣運彩,2026-07-22T00:06:16,明尼蘇達雙城,克里夫蘭守護者,2.05,1.48
2026-07-22,824650,台灣運彩,2026-07-22T00:06:16,底特律老虎,芝加哥小熊,1.85,1.65
2026-07-22,824732,台灣運彩,2026-07-22T00:06:16,巴爾的摩金鶯,波士頓紅襪,2.00,1.50
2026-07-22,824896,台灣運彩,2026-07-22T00:06:16,聖地牙哥教士,亞特蘭大勇士,2.00,1.50
2026-07-22,825055,台灣運彩,2026-07-22T00:06:16,運動家,亞利桑那響尾蛇,1.95,1.55
