date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-20,822844,,,多倫多藍鳥,德州遊騎兵,,
2026-09-20,822922,,,波士頓紅襪,坦帕灣光芒,,
2026-09-20,823001,DraftKings,2026-09-20T08:41:48,華盛頓國民,聖路易紅雀,+123,-149
2026-09-20,823247,DraftKings,2026-09-20T08:41:48,邁阿密馬林魚,聖地牙哥教士,+114,-138
2026-09-20,823329,,,堪薩斯市皇家,匹茲堡海盜,,
2026-09-20,823570,DraftKings,2026-09-20T08:41:48,費城費城人,紐約大都會,-166,+137
2026-09-20,823896,,,舊金山巨人,洛杉磯道奇,,
2026-09-20,823975,DraftKings,2026-09-20T08:41:48,明尼蘇達雙城,洛杉磯天使,-121,+101
2026-09-20,824139,DraftKings,2026-09-20T08:41:48,亞特蘭大勇士,休士頓太空人,+113,-136
2026-09-20,824300,,,西雅圖水手,科羅拉多洛磯,,
2026-09-20,824381,DraftKings,2026-09-20T08:41:48,運動家,克里夫蘭守護者,+192,-237
2026-09-20,824462,,,芝加哥小熊,辛辛那提紅人,,
2026-09-20,824546,DraftKings,2026-09-20T08:41:48,底特律老虎,芝加哥白襪,+100,-121
2026-09-20,824789,DraftKings,2026-09-20T08:41:48,密爾瓦基釀酒人,巴爾的摩金鶯,-206,+169
2026-09-20,825028,DraftKings,2026-09-20T08:41:48,紐約洋基,亞利桑那響尾蛇,-114,-105
