date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-01,822687,DraftKings,2026-09-01T07:07:18,亞特蘭大勇士,華盛頓國民,-172,+142
2026-09-01,822854,DraftKings,2026-09-01T07:07:18,運動家,德州遊騎兵,+156,-190
2026-09-01,822929,DraftKings,2026-09-01T07:07:18,紐約大都會,坦帕灣光芒,+109,-132
2026-09-01,823340,DraftKings,2026-09-01T07:07:18,舊金山巨人,匹茲堡海盜,+135,-163
2026-09-01,823661,DraftKings,2026-09-01T07:07:18,底特律老虎,明尼蘇達雙城,-120,+100
2026-09-01,823908,DraftKings,2026-09-01T07:07:18,聖路易紅雀,洛杉磯道奇,+149,-181
2026-09-01,823984,DraftKings,2026-09-01T07:07:18,紐約洋基,洛杉磯天使,-186,+153
2026-09-01,824070,DraftKings,2026-09-01T07:07:18,邁阿密馬林魚,堪薩斯市皇家,-103,-117
2026-09-01,824148,,,芝加哥白襪,休士頓太空人,,
2026-09-01,824313,,,巴爾的摩金鶯,科羅拉多洛磯,,
2026-09-01,824391,DraftKings,2026-09-01T07:07:18,多倫多藍鳥,克里夫蘭守護者,+151,-184
2026-09-01,824472,DraftKings,2026-09-01T07:07:18,聖地牙哥教士,辛辛那提紅人,-142,+118
2026-09-01,824633,DraftKings,2026-09-01T07:07:18,密爾瓦基釀酒人,芝加哥小熊,+104,-126
2026-09-01,824716,DraftKings,2026-09-01T07:07:18,西雅圖水手,波士頓紅襪,+104,-126
2026-09-01,825038,DraftKings,2026-09-01T07:07:18,費城費城人,亞利桑那響尾蛇,-142,+118
