game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824803,2026-08-19 06:35,2026-08-18T22:35:00Z,紐約洋基 @ 巴爾的摩金鶯,10000,4.49,3.94,8.43,0.5558,0.4442,1.80,2.25,DraftKings,-112,+104,0.0275,-0.046,紐約洋基,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.23,3.36,5.58,8.5,,,無大小分盤口
822938,2026-08-19 06:40,2026-08-18T22:40:00Z,多倫多藍鳥 @ 坦帕灣光芒,10000,3.83,4.57,8.4,0.429,0.571,2.33,1.75,DraftKings,+120,-129,-0.0255,0.0077,坦帕灣光芒,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.84,4.29,8.13,8.5,,,無大小分盤口
823341,2026-08-19 06:40,2026-08-18T22:40:00Z,底特律老虎 @ 匹茲堡海盜,10000,5.42,4.01,9.43,0.6129,0.3871,1.63,2.58,DraftKings,+131,-136,0.1799,-0.1891,底特律老虎,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.71,4.15,9.86,9.5,,,無大小分盤口
823423,2026-08-19 06:40,2026-08-18T22:40:00Z,邁阿密馬林魚 @ 費城費城人,10000,3.96,5.02,8.98,0.377,0.623,2.65,1.61,DraftKings,+198,-214,0.0414,-0.0585,邁阿密馬林魚,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.92,3.61,7.53,9.0,,,無大小分盤口
824398,2026-08-19 06:40,2026-08-18T22:40:00Z,舊金山巨人 @ 克里夫蘭守護者,10000,3.89,4.46,8.35,0.3991,0.6009,2.51,1.66,DraftKings,+170,-182,0.0287,-0.0445,舊金山巨人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.88,2.02,4.9,8.5,,,無大小分盤口
824475,2026-08-19 06:40,2026-08-18T22:40:00Z,聖路易紅雀 @ 辛辛那提紅人,10000,4.45,3.62,8.07,0.5706,0.4294,1.75,2.33,DraftKings,-114,+106,0.0379,-0.056,聖路易紅雀,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.21,2.36,5.57,8.0,,,無大小分盤口
823586,2026-08-19 07:10,2026-08-18T23:10:00Z,聖地牙哥教士 @ 紐約大都會,10000,4.11,4.09,8.2,0.5257,0.4743,1.90,2.11,DraftKings,-109,+102,0.0042,-0.0207,聖地牙哥教士,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.91,4.28,9.2,8.0,,,無大小分盤口
824723,2026-08-19 07:10,2026-08-18T23:10:00Z,亞利桑那響尾蛇 @ 波士頓紅襪,10000,3.88,5.12,9.0,0.3666,0.6334,2.73,1.58,DraftKings,+153,-165,-0.0287,0.0108,波士頓紅襪,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.98,5.05,9.03,9.0,,,無大小分盤口
823667,2026-08-19 07:40,2026-08-18T23:40:00Z,亞特蘭大勇士 @ 明尼蘇達雙城,10000,4.54,4.31,8.85,0.4251,0.5749,2.35,1.74,DraftKings,-119,+111,-0.1183,0.101,明尼蘇達雙城,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.63,3.3,5.93,9.0,,,無大小分盤口
823749,2026-08-19 07:40,2026-08-18T23:40:00Z,西雅圖水手 @ 密爾瓦基釀酒人,10000,3.61,4.27,7.88,0.4851,0.5149,2.06,1.94,DraftKings,+163,-176,0.1049,-0.1228,西雅圖水手,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.29,3.13,6.42,8.0,,,無大小分盤口
