game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824424,2026-09-05 02:10,2026-09-04T18:10:00Z,底特律老虎 @ 克里夫蘭守護者,10000,3.64,4.41,8.05,0.4312,0.5688,2.32,1.76,DraftKings,+119,-143,-0.0254,-0.0197,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.03,3.3,6.34,8.0,,,無大小分盤口
824471,2026-09-05 06:10,2026-09-04T22:10:00Z,密爾瓦基釀酒人 @ 辛辛那提紅人,10000,5.65,4.14,9.79,0.5824,0.4176,1.72,2.39,DraftKings,-163,+135,-0.0374,-0.0079,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.03,3.26,7.29,10.0,,,無大小分盤口
823418,2026-09-05 06:40,2026-09-04T22:40:00Z,亞特蘭大勇士 @ 費城費城人,10000,3.59,4.32,7.91,0.3731,0.6269,2.68,1.60,DraftKings,-106,-114,-0.1415,0.0942,費城費城人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.56,4.7,8.26,8.0,,,無大小分盤口
823338,2026-09-05 06:45,2026-09-04T22:45:00Z,洛杉磯天使 @ 匹茲堡海盜,10000,3.82,4.51,8.33,0.3767,0.6233,2.65,1.60,DraftKings,+168,-205,0.0036,-0.0488,洛杉磯天使,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.46,3.46,5.92,8.5,,,無大小分盤口
824797,2026-09-05 07:05,2026-09-04T23:05:00Z,波士頓紅襪 @ 巴爾的摩金鶯,10000,4.6,4.39,8.99,0.5436,0.4564,1.84,2.19,DraftKings,-119,-101,0.0002,-0.0461,波士頓紅襪,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.71,3.05,6.76,9.0,,,無大小分盤口
823579,2026-09-05 07:10,2026-09-04T23:10:00Z,舊金山巨人 @ 紐約大都會,10000,4.26,4.48,8.74,0.432,0.568,2.31,1.76,DraftKings,+152,-184,0.0352,-0.0799,舊金山巨人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.67,2.68,6.35,8.5,,,無大小分盤口
823824,2026-09-05 07:10,2026-09-04T23:10:00Z,芝加哥小熊 @ 邁阿密馬林魚,10000,5.46,4.24,9.7,0.5718,0.4282,1.75,2.34,DraftKings,-131,+109,0.0047,-0.0503,芝加哥小熊,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,6.21,2.74,8.95,9.5,,,無大小分盤口
824387,2026-09-05 07:15,2026-09-04T23:15:00Z,底特律老虎 @ 克里夫蘭守護者,10000,3.52,4.89,8.41,0.3135,0.6865,3.19,1.46,DraftKings,+119,-143,-0.1431,0.098,克里夫蘭守護者,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.55,2.5,6.05,8.5,,,無大小分盤口
824554,2026-09-05 07:40,2026-09-04T23:40:00Z,明尼蘇達雙城 @ 芝加哥白襪,10000,4.65,4.86,9.51,0.496,0.504,2.02,1.98,DraftKings,+108,-130,0.0152,-0.0612,明尼蘇達雙城,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.26,2.72,6.98,9.5,,,無大小分盤口
822852,2026-09-05 08:05,2026-09-05T00:05:00Z,坦帕灣光芒 @ 德州遊騎兵,10000,4.38,4.04,8.42,0.4788,0.5212,2.09,1.92,DraftKings,-126,+104,-0.0787,0.031,德州遊騎兵,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.17,3.34,6.51,8.5,,,無大小分盤口
